Sample;Timestamp;Drift;Drift Error;Offset;Offset Error
2253;1.55629e+15;0.999998;6.01101e-06;-892.966;686.668
2254;1.55629e+15;0.999998;6.01101e-06;-892.966;686.668
2255;1.55629e+15;0.999998;6.01101e-06;-892.966;686.668
2256;1.55629e+15;0.999998;6.01101e-06;-892.966;686.668
2257;1.55629e+15;0.999998;6.01101e-06;-892.966;686.668
2258;1.55629e+15;0.999998;6.01101e-06;-892.966;686.668
2259;1.55629e+15;0.999998;6.01101e-06;-892.966;686.668
2260;1.55629e+15;0.999998;6.01101e-06;-892.966;686.668
2261;1.55629e+15;0.999998;6.01101e-06;-892.966;686.668
2262;1.55629e+15;0.999998;6.01101e-06;-892.966;686.668
2263;1.55629e+15;0.999998;6.01101e-06;-892.966;686.668
2264;1.55629e+15;0.999998;6.01101e-06;-892.966;686.668
2265;1.55629e+15;0.999998;6.01101e-06;-892.966;686.668
2266;1.55629e+15;0.999998;6.01101e-06;-892.966;686.668
2267;1.55629e+15;0.999998;6.01101e-06;-892.966;686.668
2268;1.55629e+15;0.999998;6.01101e-06;-892.966;686.668
2269;1.55629e+15;0.999998;6.01101e-06;-892.966;686.668
2270;1.55629e+15;0.999998;6.01101e-06;-892.966;686.668
2271;1.55629e+15;0.999998;6.01101e-06;-892.966;686.668
2272;1.55629e+15;0.999998;6.01101e-06;-892.966;686.668
2273;1.55629e+15;0.999998;5.99898e-06;-893.099;686.535
2274;1.55629e+15;0.999998;5.99898e-06;-893.099;686.535
2275;1.55629e+15;0.999998;5.98246e-06;-893.281;686.353
2276;1.55629e+15;0.999998;5.97632e-06;-893.348;686.286
2277;1.55629e+15;0.999998;5.97632e-06;-893.348;686.286
2278;1.55629e+15;0.999998;5.97632e-06;-893.348;686.286
2279;1.55629e+15;0.999998;5.97632e-06;-893.348;686.286
2280;1.55629e+15;0.999998;5.97632e-06;-893.348;686.286
2281;1.55629e+15;0.999998;5.97632e-06;-893.348;686.286
2282;1.55629e+15;0.999998;5.97632e-06;-893.348;686.286
2283;1.55629e+15;0.999998;5.914e-06;-894.035;685.599
2284;1.55629e+15;0.999998;5.914e-06;-894.035;685.599
2285;1.55629e+15;0.999998;5.914e-06;-894.035;685.599
2286;1.55629e+15;0.999998;5.914e-06;-894.035;685.599
2287;1.55629e+15;0.999998;5.914e-06;-894.035;685.599
2288;1.55629e+15;0.999998;5.914e-06;-894.035;685.599
2289;1.55629e+15;0.999998;5.914e-06;-894.035;685.599
2290;1.55629e+15;0.999998;5.914e-06;-894.035;685.599
2291;1.55629e+15;0.999998;5.914e-06;-894.035;685.599
2292;1.55629e+15;0.999998;5.914e-06;-894.035;685.599
2293;1.55629e+15;0.999998;5.914e-06;-894.035;685.599
2294;1.55629e+15;0.999998;5.914e-06;-894.035;685.599
2295;1.55629e+15;0.999998;5.914e-06;-894.035;685.599
2296;1.55629e+15;0.999998;5.914e-06;-894.035;685.599
2297;1.55629e+15;0.999998;5.914e-06;-894.035;685.599
2298;1.55629e+15;0.999998;5.914e-06;-894.035;685.599
2299;1.55629e+15;0.999998;5.914e-06;-894.035;685.599
2300;1.55629e+15;0.999998;5.914e-06;-894.035;685.599
2301;1.55629e+15;0.999998;5.914e-06;-894.035;685.599
2302;1.55629e+15;0.999998;5.914e-06;-894.035;685.599
2303;1.55629e+15;0.999998;5.914e-06;-894.035;685.599
2304;1.55629e+15;0.999998;5.914e-06;-894.035;685.599
2305;1.55629e+15;0.999998;5.914e-06;-894.035;685.599
2306;1.55629e+15;0.999998;5.914e-06;-894.035;685.599
2307;1.55629e+15;0.999998;5.91044e-06;-894.074;685.56
2308;1.55629e+15;0.999998;5.91044e-06;-894.074;685.56
2309;1.55629e+15;0.999998;5.91044e-06;-894.074;685.56
2310;1.55629e+15;0.999998;5.91044e-06;-894.074;685.56
2311;1.55629e+15;0.999998;5.91044e-06;-894.074;685.56
2312;1.55629e+15;0.999998;5.91044e-06;-894.074;685.56
2313;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2314;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2315;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2316;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2317;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2318;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2319;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2320;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2321;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2322;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2323;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2324;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2325;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2326;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2327;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2328;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2329;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2330;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2331;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2332;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2333;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2334;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2335;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2336;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2337;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2338;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2339;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2340;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2341;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2342;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2343;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2344;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2345;1.55629e+15;0.999998;5.88819e-06;-894.319;685.315
2346;1.55629e+15;0.999998;5.83682e-06;-894.884;684.749
2347;1.55629e+15;0.999998;5.83682e-06;-894.884;684.749
2348;1.55629e+15;0.999998;5.83682e-06;-894.884;684.749
2349;1.55629e+15;0.999998;5.83682e-06;-894.884;684.749
2350;1.55629e+15;0.999998;5.83682e-06;-894.884;684.749
2351;1.55629e+15;0.999998;5.83682e-06;-894.884;684.749
2352;1.55629e+15;0.999998;5.83682e-06;-894.884;684.749
2353;1.55629e+15;0.999998;5.83682e-06;-894.884;684.749
2354;1.55629e+15;0.999998;5.83682e-06;-894.884;684.749
2355;1.55629e+15;0.999998;5.83682e-06;-894.884;684.749
2356;1.55629e+15;0.999998;5.83682e-06;-894.884;684.749
2357;1.55629e+15;0.999998;5.83682e-06;-894.884;684.749
2358;1.55629e+15;0.999998;5.83682e-06;-894.884;684.749
2359;1.55629e+15;0.999998;5.83682e-06;-894.884;684.749
2360;1.55629e+15;0.999998;5.83682e-06;-894.884;684.749
2361;1.55629e+15;0.999998;5.83682e-06;-894.884;684.749
2362;1.55629e+15;0.999998;5.83682e-06;-894.884;684.749
2363;1.55629e+15;0.999998;5.83682e-06;-894.884;684.749
2364;1.55629e+15;0.999998;5.83682e-06;-894.884;684.749
2365;1.55629e+15;0.999998;5.83682e-06;-894.884;684.749
2366;1.55629e+15;0.999998;5.83682e-06;-894.884;684.749
2367;1.55629e+15;0.999998;5.83682e-06;-894.884;684.749
2368;1.55629e+15;0.999998;5.78955e-06;-894.558;684.423
2369;1.55629e+15;0.999998;5.78196e-06;-894.641;684.339
2370;1.55629e+15;0.999998;5.78196e-06;-894.641;684.339
2371;1.55629e+15;0.999998;5.78196e-06;-894.641;684.339
2372;1.55629e+15;0.999998;5.78196e-06;-894.641;684.339
2373;1.55629e+15;0.999998;5.78196e-06;-894.641;684.339
2374;1.55629e+15;0.999998;5.78196e-06;-894.641;684.339
2375;1.55629e+15;0.999998;5.78196e-06;-894.641;684.339
2376;1.55629e+15;0.999998;5.78196e-06;-894.641;684.339
2377;1.55629e+15;0.999998;5.78196e-06;-894.641;684.339
2378;1.55629e+15;0.999998;5.78196e-06;-894.641;684.339
2379;1.55629e+15;0.999998;5.78196e-06;-894.641;684.339
2380;1.55629e+15;0.999998;5.78196e-06;-894.641;684.339
2381;1.55629e+15;0.999998;5.78196e-06;-894.641;684.339
2382;1.55629e+15;0.999998;5.78196e-06;-894.641;684.339
2383;1.55629e+15;0.999998;5.78196e-06;-894.641;684.339
2384;1.55629e+15;0.999998;5.78196e-06;-894.641;684.339
2385;1.55629e+15;0.999998;5.71273e-06;-895.404;683.577
2386;1.55629e+15;0.999998;5.71273e-06;-895.404;683.577
2387;1.55629e+15;0.999998;5.71273e-06;-895.404;683.577
2388;1.55629e+15;0.999998;5.71273e-06;-895.404;683.577
2389;1.55629e+15;0.999998;5.71273e-06;-895.404;683.577
2390;1.55629e+15;0.999998;5.71273e-06;-895.404;683.577
2391;1.55629e+15;0.999998;5.70243e-06;-895.517;683.464
2392;1.55629e+15;0.999998;5.66872e-06;-895.888;683.092
2393;1.55629e+15;0.999998;5.66872e-06;-895.888;683.092
2394;1.55629e+15;0.999998;5.66872e-06;-895.888;683.092
2395;1.55629e+15;0.999998;5.66872e-06;-895.888;683.092
2396;1.55629e+15;0.999998;5.66872e-06;-895.888;683.092
2397;1.55629e+15;0.999998;5.66872e-06;-895.888;683.092
2398;1.55629e+15;0.999998;5.66872e-06;-895.888;683.092
2399;1.55629e+15;0.999998;5.66872e-06;-895.888;683.092
2400;1.55629e+15;0.999998;5.66872e-06;-895.888;683.092
2401;1.55629e+15;0.999998;5.66872e-06;-895.888;683.092
2402;1.55629e+15;0.999998;5.66872e-06;-895.888;683.092
2403;1.55629e+15;0.999998;5.66872e-06;-895.888;683.092
2404;1.55629e+15;0.999998;5.66872e-06;-895.888;683.092
2405;1.55629e+15;0.999998;5.65262e-06;-896.066;682.915
2406;1.55629e+15;0.999998;5.652e-06;-896.073;682.908
2407;1.55629e+15;0.999998;5.652e-06;-896.073;682.908
2408;1.55629e+15;0.999998;5.652e-06;-896.073;682.908
2409;1.55629e+15;0.999998;5.652e-06;-896.073;682.908
2410;1.55629e+15;0.999998;5.652e-06;-896.073;682.908
2411;1.55629e+15;0.999998;5.652e-06;-896.073;682.908
2412;1.55629e+15;0.999998;5.652e-06;-896.073;682.908
2413;1.55629e+15;0.999998;5.652e-06;-896.073;682.908
2414;1.55629e+15;0.999998;5.652e-06;-896.073;682.908
2415;1.55629e+15;0.999998;5.652e-06;-896.073;682.908
2416;1.55629e+15;0.999998;5.652e-06;-896.073;682.908
2417;1.55629e+15;0.999998;5.652e-06;-896.073;682.908
2418;1.55629e+15;0.999998;5.652e-06;-896.073;682.908
2419;1.55629e+15;0.999998;5.652e-06;-896.073;682.908
2420;1.55629e+15;0.999998;5.652e-06;-896.073;682.908
2421;1.55629e+15;0.999998;5.652e-06;-896.073;682.908
2422;1.55629e+15;0.999998;5.652e-06;-896.073;682.908
2423;1.55629e+15;0.999998;5.652e-06;-896.073;682.908
2424;1.55629e+15;0.999998;5.64452e-06;-896.155;682.826
2425;1.55629e+15;0.999998;5.64452e-06;-896.155;682.826
2426;1.55629e+15;0.999998;5.64452e-06;-896.155;682.826
2427;1.55629e+15;0.999998;5.64452e-06;-896.155;682.826
2428;1.55629e+15;0.999998;5.64452e-06;-896.155;682.826
2429;1.55629e+15;0.999998;5.63722e-06;-896.235;682.745
2430;1.55629e+15;0.999998;5.63722e-06;-896.235;682.745
2431;1.55629e+15;0.999998;5.63722e-06;-896.235;682.745
2432;1.55629e+15;0.999998;5.63722e-06;-896.235;682.745
2433;1.55629e+15;0.999998;5.63722e-06;-896.235;682.745
2434;1.55629e+15;0.999998;5.63722e-06;-896.235;682.745
2435;1.55629e+15;0.999998;5.63722e-06;-896.235;682.745
2436;1.55629e+15;0.999998;5.57286e-06;-895.791;682.301
2437;1.55629e+15;0.999998;5.55575e-06;-895.979;682.112
2438;1.55629e+15;0.999998;5.55575e-06;-895.979;682.112
2439;1.55629e+15;0.999998;5.55575e-06;-895.979;682.112
2440;1.55629e+15;0.999998;5.55575e-06;-895.979;682.112
2441;1.55629e+15;0.999998;5.55575e-06;-895.979;682.112
2442;1.55629e+15;0.999998;5.55575e-06;-895.979;682.112
2443;1.55629e+15;0.999998;5.55575e-06;-895.979;682.112
2444;1.55629e+15;0.999998;5.55575e-06;-895.979;682.112
2445;1.55629e+15;0.999998;5.48395e-06;-896.77;681.322
2446;1.55629e+15;0.999998;5.48395e-06;-896.77;681.322
2447;1.55629e+15;0.999998;5.48395e-06;-896.77;681.322
2448;1.55629e+15;0.999998;5.48395e-06;-896.77;681.322
2449;1.55629e+15;0.999998;5.48395e-06;-896.77;681.322
2450;1.55629e+15;0.999998;5.48395e-06;-896.77;681.322
2451;1.55629e+15;0.999998;5.48395e-06;-896.77;681.322
2452;1.55629e+15;0.999998;5.48395e-06;-896.77;681.322
2453;1.55629e+15;0.999998;5.48395e-06;-896.77;681.322
2454;1.55629e+15;0.999998;5.48395e-06;-896.77;681.322
2455;1.55629e+15;0.999998;5.48395e-06;-896.77;681.322
2456;1.55629e+15;0.999998;5.48395e-06;-896.77;681.322
2457;1.55629e+15;0.999998;5.43854e-06;-897.27;680.822
2458;1.55629e+15;0.999998;5.43854e-06;-897.27;680.822
2459;1.55629e+15;0.999998;5.43854e-06;-897.27;680.822
2460;1.55629e+15;0.999998;5.43854e-06;-897.27;680.822
2461;1.55629e+15;0.999998;5.43854e-06;-897.27;680.822
2462;1.55629e+15;0.999998;5.43854e-06;-897.27;680.822
2463;1.55629e+15;0.999998;5.34015e-06;-896.59;680.142
2464;1.55629e+15;0.999998;5.34015e-06;-896.59;680.142
2465;1.55629e+15;0.999998;5.34015e-06;-896.59;680.142
2466;1.55629e+15;0.999998;5.34015e-06;-896.59;680.142
2467;1.55629e+15;0.999998;5.34015e-06;-896.59;680.142
2468;1.55629e+15;0.999998;5.34015e-06;-896.59;680.142
2469;1.55629e+15;0.999998;5.34015e-06;-896.59;680.142
2470;1.55629e+15;0.999998;5.34015e-06;-896.59;680.142
2471;1.55629e+15;0.999998;5.34014e-06;-896.59;680.142
2472;1.55629e+15;0.999998;5.34014e-06;-896.59;680.142
2473;1.55629e+15;0.999998;5.34014e-06;-896.59;680.142
2474;1.55629e+15;0.999998;5.34014e-06;-896.59;680.142
2475;1.55629e+15;0.999998;5.34014e-06;-896.59;680.142
2476;1.55629e+15;0.999998;5.34014e-06;-896.59;680.142
2477;1.55629e+15;0.999998;5.34014e-06;-896.59;680.142
2478;1.55629e+15;0.999998;5.34014e-06;-896.59;680.142
2479;1.55629e+15;0.999998;5.34014e-06;-896.59;680.142
2480;1.55629e+15;0.999998;5.34014e-06;-896.59;680.142
2481;1.55629e+15;0.999998;5.34014e-06;-896.59;680.142
2482;1.55629e+15;0.999998;5.34014e-06;-896.59;680.142
2483;1.55629e+15;0.999998;5.34014e-06;-896.59;680.142
2484;1.55629e+15;0.999998;5.34014e-06;-896.59;680.142
2485;1.55629e+15;0.999998;5.34014e-06;-896.59;680.142
2486;1.55629e+15;0.999998;5.34014e-06;-896.59;680.142
2487;1.55629e+15;0.999998;5.34014e-06;-896.59;680.142
2488;1.55629e+15;0.999998;5.34014e-06;-896.59;680.142
2489;1.55629e+15;0.999998;5.34014e-06;-896.59;680.142
2490;1.55629e+15;0.999998;5.34014e-06;-896.59;680.142
2491;1.55629e+15;0.999998;5.34014e-06;-896.59;680.142
2492;1.55629e+15;0.999998;5.34014e-06;-896.59;680.142
2493;1.55629e+15;0.999998;5.34014e-06;-896.59;680.142
2494;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2495;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2496;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2497;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2498;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2499;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2500;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2501;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2502;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2503;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2504;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2505;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2506;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2507;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2508;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2509;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2510;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2511;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2512;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2513;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2514;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2515;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2516;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2517;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2518;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2519;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2520;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2521;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2522;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2523;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2524;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2525;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2526;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2527;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2528;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2529;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2530;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2531;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2532;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2533;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2534;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2535;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2536;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2537;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2538;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2539;1.55629e+15;0.999998;5.33285e-06;-896.67;680.062
2540;1.55629e+15;0.999998;5.32898e-06;-896.713;680.019
2541;1.55629e+15;0.999998;5.32898e-06;-896.713;680.019
2542;1.55629e+15;0.999998;5.32898e-06;-896.713;680.019
2543;1.55629e+15;0.999998;5.32898e-06;-896.713;680.019
2544;1.55629e+15;0.999998;5.30293e-06;-897;679.732
2545;1.55629e+15;0.999998;5.30293e-06;-897;679.732
2546;1.55629e+15;0.999998;5.30293e-06;-897;679.732
2547;1.55629e+15;0.999998;5.26635e-06;-897.403;679.329
2548;1.55629e+15;0.999998;5.26635e-06;-897.403;679.329
2549;1.55629e+15;0.999998;5.26635e-06;-897.403;679.329
2550;1.55629e+15;0.999998;5.26635e-06;-897.403;679.329
2551;1.55629e+15;0.999998;5.26635e-06;-897.403;679.329
2552;1.55629e+15;0.999998;5.26635e-06;-897.403;679.329
2553;1.55629e+15;0.999998;5.26635e-06;-897.403;679.329
2554;1.55629e+15;0.999998;5.26635e-06;-897.403;679.329
2555;1.55629e+15;0.999998;5.26635e-06;-897.403;679.329
2556;1.55629e+15;0.999998;5.26635e-06;-897.403;679.329
2557;1.55629e+15;0.999998;5.26635e-06;-897.403;679.329
2558;1.55629e+15;0.999998;5.26635e-06;-897.403;679.329
2559;1.55629e+15;0.999998;5.26635e-06;-897.403;679.329
2560;1.55629e+15;0.999998;5.26635e-06;-897.403;679.329
2561;1.55629e+15;0.999998;5.26635e-06;-897.403;679.329
2562;1.55629e+15;0.999998;5.26635e-06;-897.403;679.329
2563;1.55629e+15;0.999998;5.26635e-06;-897.403;679.329
2564;1.55629e+15;0.999998;5.26635e-06;-897.403;679.329
2565;1.55629e+15;0.999998;5.26635e-06;-897.403;679.329
2566;1.55629e+15;0.999998;5.26635e-06;-897.403;679.329
2567;1.55629e+15;0.999998;5.24302e-06;-897.659;679.072
2568;1.55629e+15;0.999998;5.24302e-06;-897.659;679.072
2569;1.55629e+15;0.999998;5.24302e-06;-897.659;679.072
2570;1.55629e+15;0.999998;5.24302e-06;-897.659;679.072
2571;1.55629e+15;0.999998;5.24302e-06;-897.659;679.072
2572;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2573;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2574;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2575;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2576;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2577;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2578;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2579;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2580;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2581;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2582;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2583;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2584;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2585;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2586;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2587;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2588;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2589;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2590;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2591;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2592;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2593;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2594;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2595;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2596;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2597;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2598;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2599;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2600;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2601;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2602;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2603;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2604;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2605;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2606;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2607;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2608;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2609;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2610;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2611;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2612;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2613;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2614;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2615;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2616;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2617;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2618;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2619;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2620;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2621;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2622;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2623;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2624;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2625;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2626;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2627;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2628;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2629;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2630;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2631;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2632;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2633;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2634;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2635;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2636;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2637;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2638;1.55629e+15;0.999998;5.12789e-06;-898.927;677.805
2639;1.55629e+15;0.999998;5.03697e-06;-898.299;677.176
2640;1.55629e+15;0.999998;5.03697e-06;-898.299;677.176
2641;1.55629e+15;0.999998;5.03697e-06;-898.299;677.176
2642;1.55629e+15;0.999998;5.03697e-06;-898.299;677.176
2643;1.55629e+15;0.999998;5.03697e-06;-898.299;677.176
2644;1.55629e+15;0.999998;5.03697e-06;-898.299;677.176
2645;1.55629e+15;0.999998;5.03697e-06;-898.299;677.176
2646;1.55629e+15;0.999998;5.03697e-06;-898.299;677.176
2647;1.55629e+15;0.999998;5.03697e-06;-898.299;677.176
2648;1.55629e+15;0.999998;5.03697e-06;-898.299;677.176
2649;1.55629e+15;0.999998;5.03697e-06;-898.299;677.176
2650;1.55629e+15;0.999998;5.03697e-06;-898.299;677.176
2651;1.55629e+15;0.999998;5.03697e-06;-898.299;677.176
2652;1.55629e+15;0.999998;5.03697e-06;-898.299;677.176
2653;1.55629e+15;0.999998;5.03697e-06;-898.299;677.176
2654;1.55629e+15;0.999998;5.03697e-06;-898.299;677.176
2655;1.55629e+15;0.999998;5.03697e-06;-898.299;677.176
2656;1.55629e+15;0.999998;5.03697e-06;-898.299;677.176
2657;1.55629e+15;0.999998;5.03697e-06;-898.299;677.176
2658;1.55629e+15;0.999998;5.03697e-06;-898.299;677.176
2659;1.55629e+15;0.999998;5.03697e-06;-898.299;677.176
2660;1.55629e+15;0.999998;5.01269e-06;-898.566;676.909
2661;1.55629e+15;0.999998;5.01269e-06;-898.566;676.909
2662;1.55629e+15;0.999998;4.98406e-06;-898.882;676.594
2663;1.55629e+15;0.999998;4.98406e-06;-898.882;676.594
2664;1.55629e+15;0.999998;4.98406e-06;-898.882;676.594
2665;1.55629e+15;0.999998;4.98406e-06;-898.882;676.594
2666;1.55629e+15;0.999998;4.98406e-06;-898.882;676.594
2667;1.55629e+15;0.999998;4.98406e-06;-898.882;676.594
2668;1.55629e+15;0.999998;4.98406e-06;-898.882;676.594
2669;1.55629e+15;0.999998;4.98406e-06;-898.882;676.594
2670;1.55629e+15;0.999998;4.98406e-06;-898.882;676.594
2671;1.55629e+15;0.999998;4.98406e-06;-898.882;676.594
2672;1.55629e+15;0.999998;4.98406e-06;-898.882;676.594
2673;1.55629e+15;0.999998;4.98406e-06;-898.882;676.594
2674;1.55629e+15;0.999998;4.98406e-06;-898.882;676.594
2675;1.55629e+15;0.999998;4.98406e-06;-898.882;676.594
2676;1.55629e+15;0.999998;4.98406e-06;-898.882;676.594
