Sample;Timestamp;Drift;Drift Error;Offset;Offset Error
7049;1.55629e+15;0.999999;1.82924e-06;-938.397;621.815
7050;1.55629e+15;0.999999;1.82924e-06;-938.397;621.815
7051;1.55629e+15;0.999999;1.82924e-06;-938.397;621.815
7052;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7053;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7054;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7055;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7056;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7057;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7058;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7059;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7060;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7061;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7062;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7063;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7064;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7065;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7066;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7067;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7068;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7069;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7070;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7071;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7072;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7073;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7074;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7075;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7076;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7077;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7078;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7079;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7080;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7081;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7082;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7083;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7084;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7085;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7086;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7087;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7088;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7089;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7090;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7091;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7092;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7093;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7094;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7095;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7096;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7097;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7098;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7099;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7100;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7101;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7102;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7103;1.55629e+15;0.999999;1.82214e-06;-938.798;621.414
7104;1.55629e+15;0.999999;1.81949e-06;-938.947;621.264
7105;1.55629e+15;0.999999;1.81949e-06;-938.947;621.264
7106;1.55629e+15;0.999999;1.81949e-06;-938.947;621.264
7107;1.55629e+15;0.999999;1.81949e-06;-938.947;621.264
7108;1.55629e+15;0.999999;1.81949e-06;-938.947;621.264
7109;1.55629e+15;0.999999;1.81949e-06;-938.947;621.264
7110;1.55629e+15;0.999999;1.81949e-06;-938.947;621.264
7111;1.55629e+15;0.999999;1.81949e-06;-938.947;621.264
7112;1.55629e+15;0.999999;1.81949e-06;-938.947;621.264
7113;1.55629e+15;0.999999;1.81949e-06;-938.947;621.264
7114;1.55629e+15;0.999999;1.81949e-06;-938.947;621.264
7115;1.55629e+15;0.999999;1.81949e-06;-938.947;621.264
7116;1.55629e+15;0.999999;1.81949e-06;-938.947;621.264
7117;1.55629e+15;0.999999;1.81949e-06;-938.947;621.264
7118;1.55629e+15;0.999999;1.81949e-06;-938.947;621.264
7119;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7120;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7121;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7122;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7123;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7124;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7125;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7126;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7127;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7128;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7129;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7130;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7131;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7132;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7133;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7134;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7135;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7136;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7137;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7138;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7139;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7140;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7141;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7142;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7143;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7144;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7145;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7146;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7147;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7148;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7149;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7150;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7151;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7152;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7153;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7154;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7155;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7156;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7157;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7158;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7159;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7160;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7161;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7162;1.55629e+15;0.999999;1.80847e-06;-939.569;620.642
7163;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7164;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7165;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7166;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7167;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7168;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7169;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7170;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7171;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7172;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7173;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7174;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7175;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7176;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7177;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7178;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7179;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7180;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7181;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7182;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7183;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7184;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7185;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7186;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7187;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7188;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7189;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7190;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7191;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7192;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7193;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7194;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7195;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7196;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7197;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7198;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7199;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7200;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7201;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7202;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7203;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7204;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7205;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7206;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7207;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7208;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7209;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7210;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7211;1.55629e+15;0.999999;1.80678e-06;-939.665;620.547
7212;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7213;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7214;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7215;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7216;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7217;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7218;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7219;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7220;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7221;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7222;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7223;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7224;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7225;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7226;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7227;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7228;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7229;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7230;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7231;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7232;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7233;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7234;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7235;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7236;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7237;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7238;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7239;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7240;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7241;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7242;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7243;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7244;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7245;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7246;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7247;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7248;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7249;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7250;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7251;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7252;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7253;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7254;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7255;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7256;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7257;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7258;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7259;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7260;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7261;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7262;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7263;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7264;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7265;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7266;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7267;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7268;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7269;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7270;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7271;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7272;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7273;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7274;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7275;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7276;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7277;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7278;1.55629e+15;0.999999;1.78957e-06;-940.636;619.575
7279;1.55629e+15;0.999999;1.78889e-06;-940.675;619.537
7280;1.55629e+15;0.999999;1.78889e-06;-940.675;619.537
7281;1.55629e+15;0.999999;1.78889e-06;-940.675;619.537
7282;1.55629e+15;0.999999;1.78889e-06;-940.675;619.537
7283;1.55629e+15;0.999999;1.78889e-06;-940.675;619.537
7284;1.55629e+15;0.999999;1.78889e-06;-940.675;619.537
7285;1.55629e+15;0.999999;1.78889e-06;-940.675;619.537
7286;1.55629e+15;0.999999;1.78889e-06;-940.675;619.537
7287;1.55629e+15;0.999999;1.78889e-06;-940.675;619.537
7288;1.55629e+15;0.999999;1.78889e-06;-940.675;619.537
7289;1.55629e+15;0.999999;1.78889e-06;-940.675;619.537
7290;1.55629e+15;0.999999;1.78889e-06;-940.675;619.537
7291;1.55629e+15;0.999999;1.78889e-06;-940.675;619.537
7292;1.55629e+15;0.999999;1.78889e-06;-940.675;619.537
7293;1.55629e+15;0.999999;1.78889e-06;-940.675;619.537
7294;1.55629e+15;0.999999;1.78889e-06;-940.675;619.537
7295;1.55629e+15;0.999999;1.78889e-06;-940.675;619.537
7296;1.55629e+15;0.999999;1.78889e-06;-940.675;619.537
7297;1.55629e+15;0.999999;1.78889e-06;-940.675;619.537
7298;1.55629e+15;0.999999;1.78594e-06;-940.654;619.516
7299;1.55629e+15;0.999999;1.78594e-06;-940.654;619.516
7300;1.55629e+15;0.999999;1.78594e-06;-940.654;619.516
7301;1.55629e+15;0.999999;1.78594e-06;-940.654;619.516
7302;1.55629e+15;0.999999;1.78594e-06;-940.654;619.516
7303;1.55629e+15;0.999999;1.78594e-06;-940.654;619.516
7304;1.55629e+15;0.999999;1.78594e-06;-940.654;619.516
7305;1.55629e+15;0.999999;1.78594e-06;-940.654;619.516
7306;1.55629e+15;0.999999;1.78594e-06;-940.654;619.516
7307;1.55629e+15;0.999999;1.78594e-06;-940.654;619.516
7308;1.55629e+15;0.999999;1.78594e-06;-940.654;619.516
7309;1.55629e+15;0.999999;1.78594e-06;-940.654;619.516
7310;1.55629e+15;0.999999;1.78594e-06;-940.654;619.516
7311;1.55629e+15;0.999999;1.78594e-06;-940.654;619.516
7312;1.55629e+15;0.999999;1.78594e-06;-940.654;619.516
7313;1.55629e+15;0.999999;1.78594e-06;-940.654;619.516
7314;1.55629e+15;0.999999;1.78594e-06;-940.654;619.516
7315;1.55629e+15;0.999999;1.78594e-06;-940.654;619.516
7316;1.55629e+15;0.999999;1.78594e-06;-940.654;619.516
7317;1.55629e+15;0.999999;1.78594e-06;-940.654;619.516
7318;1.55629e+15;0.999999;1.78594e-06;-940.654;619.516
7319;1.55629e+15;0.999999;1.78594e-06;-940.654;619.516
7320;1.55629e+15;0.999999;1.78594e-06;-940.654;619.516
7321;1.55629e+15;0.999999;1.78594e-06;-940.654;619.516
7322;1.55629e+15;0.999999;1.78289e-06;-940.827;619.344
7323;1.55629e+15;0.999999;1.78289e-06;-940.827;619.344
7324;1.55629e+15;0.999999;1.78289e-06;-940.827;619.344
7325;1.55629e+15;0.999999;1.78289e-06;-940.827;619.344
7326;1.55629e+15;0.999999;1.78289e-06;-940.827;619.344
7327;1.55629e+15;0.999999;1.78289e-06;-940.827;619.344
7328;1.55629e+15;0.999999;1.78289e-06;-940.827;619.344
7329;1.55629e+15;0.999999;1.78289e-06;-940.827;619.344
7330;1.55629e+15;0.999999;1.78289e-06;-940.827;619.344
7331;1.55629e+15;0.999999;1.78289e-06;-940.827;619.344
7332;1.55629e+15;0.999999;1.78289e-06;-940.827;619.344
7333;1.55629e+15;0.999999;1.78289e-06;-940.827;619.344
7334;1.55629e+15;0.999999;1.78289e-06;-940.827;619.344
7335;1.55629e+15;0.999999;1.78289e-06;-940.827;619.344
7336;1.55629e+15;0.999999;1.78289e-06;-940.827;619.344
7337;1.55629e+15;0.999999;1.78289e-06;-940.827;619.344
7338;1.55629e+15;0.999999;1.78289e-06;-940.827;619.344
7339;1.55629e+15;0.999999;1.78289e-06;-940.827;619.344
7340;1.55629e+15;0.999999;1.78289e-06;-940.827;619.344
7341;1.55629e+15;0.999999;1.78289e-06;-940.827;619.344
7342;1.55629e+15;0.999999;1.78289e-06;-940.827;619.344
7343;1.55629e+15;0.999999;1.78289e-06;-940.827;619.344
7344;1.55629e+15;0.999999;1.77947e-06;-941.02;619.151
7345;1.55629e+15;0.999999;1.77947e-06;-941.02;619.151
7346;1.55629e+15;0.999999;1.77947e-06;-941.02;619.151
7347;1.55629e+15;0.999999;1.77947e-06;-941.02;619.151
7348;1.55629e+15;0.999999;1.77947e-06;-941.02;619.151
7349;1.55629e+15;0.999999;1.77947e-06;-941.02;619.151
7350;1.55629e+15;0.999999;1.77947e-06;-941.02;619.151
7351;1.55629e+15;0.999999;1.77947e-06;-941.02;619.151
7352;1.55629e+15;0.999999;1.77947e-06;-941.02;619.151
7353;1.55629e+15;0.999999;1.77947e-06;-941.02;619.151
7354;1.55629e+15;0.999999;1.77947e-06;-941.02;619.151
7355;1.55629e+15;0.999999;1.77947e-06;-941.02;619.151
7356;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7357;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7358;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7359;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7360;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7361;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7362;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7363;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7364;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7365;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7366;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7367;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7368;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7369;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7370;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7371;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7372;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7373;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7374;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7375;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7376;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7377;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7378;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7379;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7380;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7381;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7382;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7383;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7384;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7385;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7386;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7387;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7388;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7389;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7390;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7391;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7392;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7393;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7394;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7395;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7396;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7397;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7398;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7399;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7400;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7401;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7402;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7403;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7404;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7405;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7406;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7407;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7408;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7409;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7410;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7411;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7412;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7413;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7414;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7415;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7416;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7417;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7418;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7419;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7420;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7421;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7422;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7423;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7424;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7425;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7426;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7427;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7428;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7429;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7430;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7431;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7432;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7433;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7434;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7435;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7436;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7437;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7438;1.55629e+15;0.999999;1.77768e-06;-941.007;619.139
7439;1.55629e+15;0.999999;1.77225e-06;-941.314;618.832
7440;1.55629e+15;0.999999;1.77225e-06;-941.314;618.832
7441;1.55629e+15;0.999999;1.77225e-06;-941.314;618.832
7442;1.55629e+15;0.999999;1.77225e-06;-941.314;618.832
7443;1.55629e+15;0.999999;1.77225e-06;-941.314;618.832
7444;1.55629e+15;0.999999;1.77171e-06;-941.345;618.801
7445;1.55629e+15;0.999999;1.77171e-06;-941.345;618.801
7446;1.55629e+15;0.999999;1.77171e-06;-941.345;618.801
7447;1.55629e+15;0.999999;1.77171e-06;-941.345;618.801
7448;1.55629e+15;0.999999;1.77171e-06;-941.345;618.801
7449;1.55629e+15;0.999999;1.77171e-06;-941.345;618.801
7450;1.55629e+15;0.999999;1.77171e-06;-941.345;618.801
7451;1.55629e+15;0.999999;1.77171e-06;-941.345;618.801
7452;1.55629e+15;0.999999;1.77171e-06;-941.345;618.801
7453;1.55629e+15;0.999999;1.77171e-06;-941.345;618.801
7454;1.55629e+15;0.999999;1.77171e-06;-941.345;618.801
7455;1.55629e+15;0.999999;1.77171e-06;-941.345;618.801
7456;1.55629e+15;0.999999;1.77171e-06;-941.345;618.801
7457;1.55629e+15;0.999999;1.77171e-06;-941.345;618.801
7458;1.55629e+15;0.999999;1.77171e-06;-941.345;618.801
7459;1.55629e+15;0.999999;1.77171e-06;-941.345;618.801
7460;1.55629e+15;0.999999;1.77171e-06;-941.345;618.801
7461;1.55629e+15;0.999999;1.77171e-06;-941.345;618.801
7462;1.55629e+15;0.999999;1.77171e-06;-941.345;618.801
7463;1.55629e+15;0.999999;1.77171e-06;-941.345;618.801
7464;1.55629e+15;0.999999;1.77171e-06;-941.345;618.801
7465;1.55629e+15;0.999999;1.7542e-06;-942.333;617.813
7466;1.55629e+15;0.999999;1.7542e-06;-942.333;617.813
7467;1.55629e+15;0.999999;1.7542e-06;-942.333;617.813
7468;1.55629e+15;0.999999;1.7542e-06;-942.333;617.813
7469;1.55629e+15;0.999999;1.7542e-06;-942.333;617.813
7470;1.55629e+15;0.999999;1.7542e-06;-942.333;617.813
7471;1.55629e+15;0.999999;1.7542e-06;-942.333;617.813
